label,hand,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,angle0,angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,angle9,angle10,angle11,angle12,angle13,angle14
9,1,0.0,0.0,0.0,0.18648739,-0.11573397,-0.07779684,0.43866602,-0.25087225,-0.19985911,0.6837683,-0.29929367,-0.32056797,0.75502574,-0.40762737,-0.4175085,0.21087159,-0.96400285,-0.21530071,0.59456056,-0.95861167,-0.38164106,0.6308315,-0.69764173,-0.4470167,0.55619097,-0.59061486,-0.46902123,0.17079496,-0.9513629,-0.25639355,0.68799675,-0.7201443,-0.42291254,0.62569094,-0.4801691,-0.43681425,0.4883835,-0.494853,-0.4235167,0.16369458,-0.83090234,-0.30624315,0.6446384,-0.47537094,-0.44389006,0.5577453,-0.27306455,-0.40535644,0.43587595,-0.31519026,-0.36147815,0.18981425,-0.6385165,-0.36245,0.5584743,-0.30555692,-0.42406747,0.48336422,-0.1344575,-0.38247856,0.36810303,-0.15185224,-0.34729153,3.055472,2.867496,2.4434648,1.8379815,1.803644,2.4071674,1.4195973,1.7461213,1.711947,1.2495106,1.752811,1.6945497,1.2483596,1.8533466,1.8823203
9,1,0.0,0.0,0.0,0.26800293,-0.20711365,-0.09111555,0.42169926,-0.56696296,-0.14270282,0.36244914,-0.89242035,-0.19596462,0.16633347,-1.0716807,-0.2391703,0.32942608,-0.9712811,-0.04117847,0.38209265,-1.2706596,-0.111205235,0.39107287,-1.4607317,-0.1661748,0.3733815,-1.6499995,-0.21512629,0.13118854,-0.988673,-0.07290561,0.10351263,-1.2699224,-0.17348725,0.1419931,-1.1199245,-0.21164665,0.16076188,-1.0755879,-0.22394629,-0.040839467,-0.9099157,-0.11989059,0.020772371,-0.9606137,-0.25476685,0.10116911,-0.6765852,-0.26096973,0.11919306,-0.60792917,-0.23817125,-0.18211532,-0.76821244,-0.17591678,-0.0724804,-0.7304846,-0.26872054,-0.0100163175,-0.55731916,-0.2631959,-0.011335565,-0.5394919,-0.2469737,2.6257548,2.5635033,2.5000486,2.9016235,3.0070848,3.0030453,2.7913923,0.60266024,2.9965162,1.9990346,1.3836266,2.8092718,1.2957652,2.060648,2.3406196
9,1,0.0,0.0,0.0,0.24589543,-0.16365065,-0.10320142,0.44557115,-0.5748164,-0.16410986,0.42436534,-1.003412,-0.23138809,0.20151532,-1.1675016,-0.297196,0.32691056,-0.98633736,-0.009310802,0.3618539,-1.2720878,-0.07692143,0.39495224,-1.488088,-0.12912135,0.39685065,-1.6824284,-0.17928942,0.12913756,-0.990925,-0.03729657,0.13850206,-1.3300604,-0.17903404,0.19762433,-0.9511507,-0.22378181,0.21101362,-0.72413236,-0.21333274,-0.050735503,-0.9115378,-0.07977334,-0.03224101,-1.2159517,-0.2548292,0.0849305,-0.83236676,-0.25228295,0.105109744,-0.60505176,-0.20125441,-0.23748891,-0.7933875,-0.12977837,-0.14720482,-1.0013965,-0.26224574,-0.03556897,-0.756584,-0.25871333,-0.011410224,-0.57695836,-0.22855285,2.5872474,2.6448448,2.269551,2.8453226,3.1117923,3.002333,2.769743,0.5421237,2.9533682,2.6939924,0.61686,2.844691,2.3896282,0.94639885,2.8119
4,0,0.0,0.0,0.0,-0.20037921,-0.17092215,-0.1069289,-0.28977686,-0.54321855,-0.14828439,-0.1836011,-0.8517223,-0.18142705,-0.0075221565,-0.97366935,-0.21125962,-0.268301,-0.9367788,-0.09918684,-0.3933412,-1.3159012,-0.16507277,-0.4627995,-1.5623276,-0.21512707,-0.4965,-1.7713075,-0.2604745,-0.098681,-0.9895725,-0.10492049,-0.1161007,-1.4281131,-0.16414936,-0.11450441,-1.7075977,-0.20498805,-0.11274455,-1.9211731,-0.24070346,0.06404686,-0.9360648,-0.12615624,0.17209591,-1.3307425,-0.21679562,0.24702954,-1.5840491,-0.2844268,0.31078693,-1.7934206,-0.33043554,0.21537538,-0.81001264,-0.15418902,0.36214012,-1.068441,-0.24648322,0.47015396,-1.2364234,-0.2972117,0.55761635,-1.3910661,-0.33356827,2.4740386,2.5776021,2.5116243,3.0680869,3.0893223,3.0276585,3.075603,3.09531,3.1208446,2.9284396,3.1033764,3.0974598,2.8655844,3.0671754,3.069101
8,0,0.0,0.0,0.0,0.12350468,-0.3834571,0.049628153,0.143919,-0.7676626,0.050682332,0.13277303,-1.1365299,0.04306168,0.16231638,-1.3734683,0.025193991,-0.1386885,-1.0393875,-0.07474802,-0.3904757,-1.4590217,-0.10484059,-0.54535156,-1.7053397,-0.13558675,-0.67386055,-1.9069039,-0.16473237,-0.29530364,-0.9498882,-0.102509685,-0.5400041,-1.0489962,-0.094798736,-0.4896863,-0.9226355,-0.058709577,-0.39936373,-0.8256039,-0.052536357,-0.43299097,-0.7770648,-0.11755271,-0.6052788,-0.7967042,-0.07458708,-0.5496389,-0.7179833,-0.009761523,-0.46876225,-0.63700587,0.0062227417,-0.5639613,-0.5885899,-0.1332934,-0.6756958,-0.58578765,-0.08284671,-0.61135614,-0.50179917,-0.025184225,-0.5299326,-0.42882156,0.0056844465,2.857266,3.0550854,2.9783278,2.7346041,3.0930438,3.1243742,2.2485306,0.8489741,2.7186222,2.128303,1.1568832,2.6621528,2.1405842,1.2935156,2.8593009
2,0,0.0,0.0,0.0,-0.18709691,-0.20105113,-0.16556686,-0.22547068,-0.50865585,-0.24738835,-0.05392688,-0.7309948,-0.31776708,0.13641538,-0.8794322,-0.37770063,-0.13118789,-1.0388751,-0.13805635,-0.19820942,-1.4696637,-0.2661469,-0.24540082,-1.7515044,-0.35617378,-0.26852894,-1.975287,-0.41523853,0.061955076,-0.98814183,-0.1404894,0.17133778,-1.4762696,-0.25736037,0.24497241,-1.7836528,-0.3332291,0.31381306,-2.0343869,-0.37511328,0.20163819,-0.8208629,-0.16239062,0.27051163,-1.0732995,-0.345444,0.15183952,-0.8442764,-0.37323475,0.074782334,-0.65976787,-0.3452552,0.29962477,-0.5995341,-0.19536111,0.26900598,-0.7616517,-0.3665291,0.12956022,-0.60669416,-0.3719435,0.036276873,-0.4694724,-0.33756086,2.5032964,2.386145,2.8977728,2.9843886,3.1192324,3.064128,2.9630198,3.1260824,3.059188,2.7203176,0.7450046,2.881875,2.39179,1.1571969,2.8747137
9,1,0.0,0.0,0.0,0.21224868,-0.17592052,-0.06414877,0.37526396,-0.43780595,-0.15107271,0.4645675,-0.6327614,-0.25024426,0.38910857,-0.77241695,-0.34092832,0.20529875,-1.0101073,-0.14126202,0.2650958,-1.3429954,-0.26248437,0.3584311,-1.4893131,-0.3190184,0.42631868,-1.5623018,-0.3519245,0.016324595,-0.98056513,-0.19551346,0.21296345,-1.1408877,-0.34654856,0.30172846,-0.83378536,-0.35389674,0.2988424,-0.67652196,-0.32881775,-0.12100254,-0.85362893,-0.25900638,0.13973731,-0.8520487,-0.41482472,0.23062976,-0.56958693,-0.3735668,0.19608417,-0.4740093,-0.31426224,-0.22154577,-0.6630487,-0.32961577,0.032879855,-0.6220166,-0.42685667,0.11996179,-0.4466306,-0.39224127,0.0799974,-0.38853875,-0.34901077,2.82653,2.9432833,2.3220677,2.9324696,2.771607,2.9692154,2.2696052,1.2399349,2.7923532,1.5980766,1.7667412,2.4131236,1.3263639,2.0651178,2.0930917
9,1,0.0,0.0,0.0,0.25674802,-0.21633127,-0.116696484,0.38523504,-0.60890204,-0.17371921,0.31744072,-0.9519911,-0.22863954,0.1361699,-1.1267161,-0.26989353,0.28633738,-1.0239989,-0.040452734,0.28402597,-1.333852,-0.14326946,0.27817014,-1.511088,-0.2160821,0.23882824,-1.6904516,-0.2709686,0.08785043,-0.9941383,-0.063017674,0.06921275,-1.1969904,-0.1834937,0.13063148,-0.8532109,-0.21508057,0.16894263,-0.74359185,-0.21560964,-0.09160581,-0.889094,-0.10940658,-0.080277376,-1.0283198,-0.2751294,0.01809678,-0.6853914,-0.26756278,0.060957633,-0.619608,-0.22738935,-0.25704604,-0.7326721,-0.16607542,-0.1906849,-0.8035289,-0.27814564,-0.09797491,-0.5854436,-0.25991842,-0.07612698,-0.5294732,-0.22949938,2.5689666,2.6354613,2.540789,2.7477295,3.0683348,2.9427974,2.640922,0.6295869,2.9608135,2.377239,0.9031682,2.6069264,2.0422354,1.2430768,2.7486663
2,1,0.0,0.0,0.0,0.13848394,-0.16811883,-0.14427386,0.118351474,-0.3700973,-0.27732396,-0.08146305,-0.4905523,-0.40578413,-0.25280294,-0.5913483,-0.5445617,0.17005806,-0.91124886,-0.35012507,0.32447746,-1.4733162,-0.52872884,0.4277513,-1.8011768,-0.61894065,0.5039063,-2.0705202,-0.67052555,-0.015726617,-0.92236614,-0.38599652,-0.058272753,-1.5537467,-0.5874269,-0.11641283,-1.9171385,-0.68482506,-0.15903878,-2.194173,-0.72893256,-0.20059955,-0.78628236,-0.420678,-0.23968938,-0.9424477,-0.6462637,-0.1870937,-0.7897979,-0.69626117,-0.13163516,-0.6813974,-0.6816936,-0.35570318,-0.5742283,-0.45946002,-0.4541791,-0.57784396,-0.6284781,-0.40948397,-0.4223551,-0.63092136,-0.3566856,-0.2911268,-0.597509,2.4886346,2.3504324,3.0350382,3.0399535,3.0875268,3.0617797,3.0416627,3.0409102,3.038779,2.6688676,1.2534715,2.6996481,2.3717604,1.4265455,2.8744025
9,1,0.0,0.0,0.0,0.0699486,-0.45133126,0.1483784,0.28836507,-0.72842944,0.12950064,0.56286854,-0.9036944,0.08089594,0.7291917,-1.0146799,0.04921212,0.18934669,-1.1025379,-0.10289603,0.43665704,-1.5565344,-0.18357608,0.66929793,-1.5258114,-0.15507771,0.73425174,-1.3630468,-0.10404508,0.24038455,-0.9445669,-0.22362603,0.7872807,-1.044407,-0.3219491,0.76852214,-0.824432,-0.25253737,0.6099025,-0.74517375,-0.16340928,0.32255366,-0.71188563,-0.32392496,0.818485,-0.7151213,-0.35748377,0.7569351,-0.553563,-0.2016532,0.6092847,-0.5269046,-0.07570352,0.40820864,-0.45028108,-0.41375023,0.80293655,-0.47299314,-0.4285257,0.9234804,-0.41630572,-0.3439762,0.950806,-0.4421661,-0.26180077,2.5159652,2.7952027,3.1196957,2.8094018,1.9111315,2.0941997,2.0251155,1.2673116,2.1884053,1.9951247,1.2518603,2.3807352,2.2269483,2.3768985,2.2337444
5,1,0.0,0.0,0.0,0.29338032,-0.09169015,-0.12080579,0.53083134,-0.3965834,-0.15021951,0.69516575,-0.6601256,-0.1635296,0.8576897,-0.79277724,-0.17893709,0.3183441,-0.9202034,-0.1178644,0.41060767,-1.3042562,-0.15518273,0.4576973,-1.5504158,-0.18689148,0.49298456,-1.7676103,-0.22174956,0.13636167,-0.9848186,-0.10741429,0.16322835,-1.4067938,-0.1488796,0.17672989,-1.6769423,-0.20404062,0.16953258,-1.8966208,-0.25232968,-0.041768692,-0.93605113,-0.10621878,-0.11849747,-1.3389356,-0.18939175,-0.18047002,-1.5885355,-0.27375928,-0.2389406,-1.7858207,-0.32993716,-0.20307566,-0.8035212,-0.11080312,-0.33340558,-1.0703936,-0.20849642,-0.42597622,-1.2560676,-0.27307487,-0.49766666,-1.4183817,-0.31342044,2.4822881,3.032509,2.8120584,3.0413609,3.0853693,3.0998466,3.0673192,3.0372965,3.059306,2.9751265,3.0131123,3.0753784,2.868371,3.1237519,3.0513933
0,1,0.0,0.0,0.0,0.35759255,-0.11314281,-0.073452055,0.60875267,-0.55050945,-0.08614871,0.5224457,-1.0135113,-0.101841636,0.264682,-1.1229895,-0.0906839,0.47899157,-0.8951257,0.035307303,0.61968374,-1.2794446,-0.049705938,0.5981929,-0.99905765,-0.10632267,0.51275206,-0.78774595,-0.1343476,0.27586257,-0.9611383,0.010633596,0.39364856,-1.3935691,-0.088159665,0.40789413,-1.0754309,-0.14509967,0.3399883,-0.87068707,-0.15798615,0.072492965,-0.95934796,-0.03395773,0.21209207,-1.3573971,-0.1676386,0.24944846,-1.043152,-0.18455458,0.19615433,-0.87061137,-0.16186607,-0.13850135,-0.8961741,-0.08262063,0.07907208,-1.0845672,-0.19287993,0.1140171,-0.80957574,-0.18942562,0.037326727,-0.63554835,-0.16638476,2.3851235,2.4362955,2.1542418,2.8643327,0.4869173,2.8284705,2.9136007,0.500377,2.760886,2.767541,0.5759418,2.6879702,2.1254964,1.021818,2.5908968
0,1,0.0,0.0,0.0,-0.3702298,0.08279043,-0.19471285,-0.6296278,-0.041239362,-0.31107453,-0.7512927,-0.24634773,-0.38609895,-0.8368603,-0.40017062,-0.44028258,-0.47820172,-0.7685517,-0.31240815,-0.6400166,-0.89920914,-0.38593268,-0.5339885,-0.64448917,-0.4081884,-0.4332756,-0.4391735,-0.42078105,-0.24939832,-0.93521374,-0.2513478,-0.38310838,-0.9845255,-0.31796592,-0.31500062,-0.71486425,-0.3347503,-0.25916758,-0.5215232,-0.3500645,-0.06945364,-0.9678178,-0.19115074,-0.16040914,-0.9800156,-0.24958555,-0.111284375,-0.74946815,-0.23413898,-0.06660976,-0.573426,-0.22822961,0.06500676,-0.92483085,-0.14546518,0.020350536,-0.89391506,-0.2071182,0.049997583,-0.723711,-0.2048402,0.08091872,-0.6043697,-0.19418724,2.5317593,2.5822926,3.114399,2.825467,0.6447799,3.0750637,2.228834,1.0637345,3.1044636,1.8465271,1.246758,3.0909128,1.2743307,1.8415965,3.0325804
5,0,0.0,0.0,0.0,-0.2705441,-0.17973569,-0.15957949,-0.5167043,-0.44722262,-0.28582925,-0.73597974,-0.6473344,-0.40445456,-0.94691294,-0.77773243,-0.53278285,-0.17003193,-0.92081714,-0.24191257,-0.29193428,-1.3375021,-0.3727254,-0.37330455,-1.6038669,-0.47592765,-0.4437017,-1.837806,-0.5508786,0.045067124,-0.9667188,-0.2518406,0.081442036,-1.4475988,-0.3614487,0.10851553,-1.7535089,-0.44388717,0.13409388,-2.009966,-0.5112409,0.23317887,-0.8805211,-0.27636525,0.3465202,-1.2952875,-0.38906547,0.41818723,-1.5528475,-0.47424895,0.47353822,-1.7864847,-0.53746974,0.38767573,-0.70368564,-0.31380028,0.6048658,-0.9339782,-0.40828463,0.7550893,-1.0747832,-0.45818275,0.8758522,-1.2174401,-0.49664718,2.8883972,3.0479357,2.9465067,3.0355904,3.0783803,3.0842798,3.0996897,3.1008937,3.1289537,3.1026132,3.0892892,3.0784607,2.889113,3.0623899,3.0238519
9,1,0.0,0.0,0.0,0.09034466,-0.429547,0.12037076,0.33095178,-0.6787673,0.11443068,0.5628573,-0.76770675,0.08487265,0.75316274,-0.78306997,0.0530982,0.28954768,-1.0228028,-0.08298866,0.43365926,-1.5472142,-0.18990624,0.61247516,-1.6068608,-0.24408373,0.7252631,-1.5788918,-0.26026657,0.37230217,-0.9084292,-0.19012511,0.86260617,-0.95139277,-0.27903575,0.8364677,-0.7403843,-0.26702026,0.67876863,-0.6607063,-0.22824557,0.4483027,-0.67729163,-0.28031957,0.88553977,-0.6031191,-0.31960282,0.80877924,-0.43938687,-0.24506322,0.67433554,-0.42386916,-0.18399425,0.5149202,-0.40416652,-0.35994443,0.80806357,-0.3090128,-0.35345748,0.7211379,-0.18699601,-0.26515478,0.58900404,-0.19370927,-0.19486105,2.5186627,2.6944118,2.8550484,3.0251381,2.187157,2.5718725,2.0678155,1.3536266,2.1598067,1.9930947,1.2874405,2.2137892,2.0695486,1.3201098,2.2753026
9,0,0.0,0.0,0.0,-0.15084198,-0.3690531,0.090696305,-0.41457844,-0.6088476,0.035810158,-0.7433002,-0.69454944,-0.05546817,-0.9756616,-0.7347627,-0.14229754,-0.34637633,-1.0452174,-0.07329573,-0.47320408,-1.52292,-0.1583177,-0.6918656,-1.5735593,-0.13614446,-0.84085494,-1.4803298,-0.10672463,-0.366598,-0.9132337,-0.17779246,-0.8596167,-1.0277191,-0.24844459,-0.8718002,-0.7480043,-0.16901739,-0.74300694,-0.63519263,-0.10361432,-0.40911832,-0.6871808,-0.2784626,-0.87790054,-0.5646974,-0.3137344,-0.791272,-0.35316658,-0.2141206,-0.6427947,-0.35981324,-0.1577507,-0.47335553,-0.44814587,-0.37577635,-0.8074977,-0.30741617,-0.40796876,-0.74284476,-0.1474513,-0.35607755,-0.61523366,-0.1488,-0.31474328,2.5610325,2.656999,3.021143,3.021603,2.0290408,2.359363,2.1930063,1.3565018,2.2910275,1.8602928,1.419855,2.0160878,1.9729685,1.5591775,2.0055451
